"location","date","variant","num_sequences","perc_sequences","num_sequences_total"
"Malaysia","2020-06-22","Alpha",0,0,3
"Malaysia","2020-06-22","Delta",0,0,3
"Malaysia","2020-06-22","Omicron",0,0,3
"Malaysia","2020-07-20","Alpha",0,0,2
"Malaysia","2020-07-20","Delta",0,0,2
"Malaysia","2020-07-20","Omicron",0,0,2
"Malaysia","2020-08-03","Alpha",0,0,6
"Malaysia","2020-08-03","Delta",0,0,6
"Malaysia","2020-08-03","Omicron",0,0,6
"Malaysia","2020-08-17","Alpha",0,0,9
"Malaysia","2020-08-17","Delta",0,0,9
"Malaysia","2020-08-17","Omicron",0,0,9
"Malaysia","2020-08-31","Alpha",0,0,1
"Malaysia","2020-08-31","Delta",0,0,1
"Malaysia","2020-08-31","Omicron",0,0,1
"Malaysia","2020-09-14","Alpha",0,0,23
"Malaysia","2020-09-14","Delta",0,0,23
"Malaysia","2020-09-14","Omicron",0,0,23
"Malaysia","2020-10-12","Alpha",0,0,26
"Malaysia","2020-10-12","Delta",0,0,26
"Malaysia","2020-10-12","Omicron",0,0,26
"Malaysia","2020-10-26","Alpha",0,0,41
"Malaysia","2020-10-26","Delta",0,0,41
"Malaysia","2020-10-26","Omicron",0,0,41
"Malaysia","2020-11-09","Alpha",0,0,76
"Malaysia","2020-11-09","Delta",0,0,76
"Malaysia","2020-11-09","Omicron",0,0,76
"Malaysia","2020-11-23","Alpha",0,0,62
"Malaysia","2020-11-23","Delta",0,0,62
"Malaysia","2020-11-23","Omicron",0,0,62
"Malaysia","2020-12-07","Alpha",0,0,42
"Malaysia","2020-12-07","Delta",0,0,42
"Malaysia","2020-12-07","Omicron",0,0,42
"Malaysia","2020-12-21","Alpha",0,0,65
"Malaysia","2020-12-21","Delta",0,0,65
"Malaysia","2020-12-21","Omicron",0,0,65
"Malaysia","2021-01-04","Alpha",1,2.7,37
"Malaysia","2021-01-04","Delta",0,0,37
"Malaysia","2021-01-04","Omicron",0,0,37
"Malaysia","2021-01-11","Alpha",0,0,56
"Malaysia","2021-01-11","Delta",1,1.79,56
"Malaysia","2021-01-11","Omicron",0,0,56
"Malaysia","2021-01-25","Alpha",1,0.59,170
"Malaysia","2021-01-25","Delta",0,0,170
"Malaysia","2021-01-25","Omicron",0,0,170
"Malaysia","2021-02-08","Alpha",0,0,104
"Malaysia","2021-02-08","Delta",1,0.96,104
"Malaysia","2021-02-08","Omicron",0,0,104
"Malaysia","2021-02-22","Alpha",1,0.94,106
"Malaysia","2021-02-22","Delta",0,0,106
"Malaysia","2021-02-22","Omicron",0,0,106
"Malaysia","2021-03-08","Alpha",0,0,57
"Malaysia","2021-03-08","Delta",0,0,57
"Malaysia","2021-03-08","Omicron",0,0,57
"Malaysia","2021-03-22","Alpha",0,0,64
"Malaysia","2021-03-22","Delta",9,14.06,64
"Malaysia","2021-03-22","Omicron",0,0,64
"Malaysia","2021-04-05","Alpha",5,4.55,110
"Malaysia","2021-04-05","Delta",0,0,110
"Malaysia","2021-04-05","Omicron",0,0,110
"Malaysia","2021-04-19","Alpha",17,8.17,208
"Malaysia","2021-04-19","Delta",7,3.37,208
"Malaysia","2021-04-19","Omicron",0,0,208
"Malaysia","2021-05-03","Alpha",3,2.4,125
"Malaysia","2021-05-03","Delta",3,2.4,125
"Malaysia","2021-05-03","Omicron",0,0,125
"Malaysia","2021-05-17","Alpha",0,0,125
"Malaysia","2021-05-17","Delta",13,10.4,125
"Malaysia","2021-05-17","Omicron",0,0,125
"Malaysia","2021-05-31","Alpha",0,0,73
"Malaysia","2021-05-31","Delta",11,15.07,73
"Malaysia","2021-05-31","Omicron",0,0,73
"Malaysia","2021-06-14","Alpha",2,2.78,72
"Malaysia","2021-06-14","Delta",36,50,72
"Malaysia","2021-06-14","Omicron",0,0,72
"Malaysia","2021-06-28","Alpha",3,2.88,104
"Malaysia","2021-06-28","Delta",61,58.65,104
"Malaysia","2021-06-28","Omicron",0,0,104
"Malaysia","2021-07-12","Alpha",0,0,134
"Malaysia","2021-07-12","Delta",121,90.3,134
"Malaysia","2021-07-12","Omicron",0,0,134
"Malaysia","2021-07-26","Alpha",0,0,212
"Malaysia","2021-07-26","Delta",193,91.04,212
"Malaysia","2021-07-26","Omicron",0,0,212
"Malaysia","2021-08-09","Alpha",0,0,452
"Malaysia","2021-08-09","Delta",417,92.26,452
"Malaysia","2021-08-09","Omicron",0,0,452
"Malaysia","2021-08-23","Alpha",0,0,627
"Malaysia","2021-08-23","Delta",620,98.88,627
"Malaysia","2021-08-23","Omicron",0,0,627
"Malaysia","2021-09-06","Alpha",0,0,686
"Malaysia","2021-09-06","Delta",684,99.71,686
"Malaysia","2021-09-06","Omicron",0,0,686
"Malaysia","2021-09-20","Alpha",0,0,819
"Malaysia","2021-09-20","Delta",816,99.63,819
"Malaysia","2021-09-20","Omicron",0,0,819
"Malaysia","2021-10-04","Alpha",0,0,683
"Malaysia","2021-10-04","Delta",682,99.85,683
"Malaysia","2021-10-04","Omicron",0,0,683
"Malaysia","2021-10-18","Alpha",0,0,458
"Malaysia","2021-10-18","Delta",458,100,458
"Malaysia","2021-10-18","Omicron",0,0,458
"Malaysia","2021-11-01","Alpha",0,0,417
"Malaysia","2021-11-01","Delta",416,99.76,417
"Malaysia","2021-11-01","Omicron",0,0,417
"Malaysia","2021-11-15","Alpha",0,0,397
"Malaysia","2021-11-15","Delta",394,99.24,397
"Malaysia","2021-11-15","Omicron",0,0,397
"Malaysia","2021-11-29","Alpha",0,0,301
"Malaysia","2021-11-29","Delta",300,99.67,301
"Malaysia","2021-11-29","Omicron",1,0.33,301
"Malaysia","2021-12-13","Alpha",0,0,218
"Malaysia","2021-12-13","Delta",207,94.95,218
"Malaysia","2021-12-13","Omicron",11,5.05,218
"Malaysia","2021-12-27","Alpha",0,0,42
"Malaysia","2021-12-27","Delta",37,88.1,42
"Malaysia","2021-12-27","Omicron",5,11.9,42
"Maldives","2020-05-11","Alpha",0,0,1
"Maldives","2020-05-11","Delta",0,0,1
"Maldives","2020-05-11","Omicron",0,0,1
"Maldives","2020-05-25","Alpha",0,0,1
"Maldives","2020-05-25","Delta",0,0,1
"Maldives","2020-05-25","Omicron",0,0,1
"Maldives","2020-06-08","Alpha",0,0,1
"Maldives","2020-06-08","Delta",0,0,1
"Maldives","2020-06-08","Omicron",0,0,1
"Maldives","2020-06-22","Alpha",0,0,1
"Maldives","2020-06-22","Delta",0,0,1
"Maldives","2020-06-22","Omicron",0,0,1
"Maldives","2020-07-20","Alpha",0,0,2
"Maldives","2020-07-20","Delta",0,0,2
"Maldives","2020-07-20","Omicron",0,0,2
"Maldives","2020-08-03","Alpha",0,0,1
"Maldives","2020-08-03","Delta",0,0,1
"Maldives","2020-08-03","Omicron",0,0,1
"Maldives","2020-08-17","Alpha",0,0,3
"Maldives","2020-08-17","Delta",0,0,3
"Maldives","2020-08-17","Omicron",0,0,3
"Maldives","2020-09-28","Alpha",0,0,1
"Maldives","2020-09-28","Delta",0,0,1
"Maldives","2020-09-28","Omicron",0,0,1
"Maldives","2020-11-09","Alpha",0,0,1
"Maldives","2020-11-09","Delta",0,0,1
"Maldives","2020-11-09","Omicron",0,0,1
"Maldives","2020-11-23","Alpha",0,0,1
"Maldives","2020-11-23","Delta",0,0,1
"Maldives","2020-11-23","Omicron",0,0,1
"Maldives","2021-01-04","Alpha",3,75,4
"Maldives","2021-01-04","Delta",0,0,4
"Maldives","2021-01-04","Omicron",0,0,4
"Maldives","2021-01-11","Alpha",0,0,2
"Maldives","2021-01-11","Delta",0,0,2
"Maldives","2021-01-11","Omicron",0,0,2
"Maldives","2021-01-25","Alpha",0,0,1
"Maldives","2021-01-25","Delta",0,0,1
"Maldives","2021-01-25","Omicron",0,0,1
"Maldives","2021-02-08","Alpha",3,60,5
"Maldives","2021-02-08","Delta",0,0,5
"Maldives","2021-02-08","Omicron",0,0,5
"Maldives","2021-02-22","Alpha",1,100,1
"Maldives","2021-02-22","Delta",0,0,1
"Maldives","2021-02-22","Omicron",0,0,1
"Maldives","2021-03-08","Alpha",4,80,5
"Maldives","2021-03-08","Delta",0,0,5
"Maldives","2021-03-08","Omicron",0,0,5
"Maldives","2021-03-22","Alpha",2,100,2
"Maldives","2021-03-22","Delta",0,0,2
"Maldives","2021-03-22","Omicron",0,0,2
"Maldives","2021-04-05","Alpha",3,100,3
"Maldives","2021-04-05","Delta",0,0,3
"Maldives","2021-04-05","Omicron",0,0,3
"Maldives","2021-05-03","Alpha",1,20,5
"Maldives","2021-05-03","Delta",4,80,5
"Maldives","2021-05-03","Omicron",0,0,5
"Maldives","2021-05-17","Alpha",0,0,4
"Maldives","2021-05-17","Delta",4,100,4
"Maldives","2021-05-17","Omicron",0,0,4
"Maldives","2021-05-31","Alpha",0,0,5
"Maldives","2021-05-31","Delta",5,100,5
"Maldives","2021-05-31","Omicron",0,0,5
"Maldives","2021-06-14","Alpha",0,0,1
"Maldives","2021-06-14","Delta",1,100,1
"Maldives","2021-06-14","Omicron",0,0,1
"Maldives","2021-06-28","Alpha",0,0,7
"Maldives","2021-06-28","Delta",7,100,7
"Maldives","2021-06-28","Omicron",0,0,7
"Maldives","2021-07-12","Alpha",0,0,3
"Maldives","2021-07-12","Delta",3,100,3
"Maldives","2021-07-12","Omicron",0,0,3
"Maldives","2021-07-26","Alpha",0,0,17
"Maldives","2021-07-26","Delta",17,100,17
"Maldives","2021-07-26","Omicron",0,0,17
"Maldives","2021-08-09","Alpha",0,0,24
"Maldives","2021-08-09","Delta",24,100,24
"Maldives","2021-08-09","Omicron",0,0,24
"Maldives","2021-08-23","Alpha",0,0,51
"Maldives","2021-08-23","Delta",51,100,51
"Maldives","2021-08-23","Omicron",0,0,51
"Maldives","2021-09-06","Alpha",0,0,106
"Maldives","2021-09-06","Delta",106,100,106
"Maldives","2021-09-06","Omicron",0,0,106
"Maldives","2021-09-20","Alpha",0,0,61
"Maldives","2021-09-20","Delta",61,100,61
"Maldives","2021-09-20","Omicron",0,0,61
"Maldives","2021-10-04","Alpha",0,0,113
"Maldives","2021-10-04","Delta",113,100,113
"Maldives","2021-10-04","Omicron",0,0,113
"Maldives","2021-10-18","Alpha",0,0,97
"Maldives","2021-10-18","Delta",97,100,97
"Maldives","2021-10-18","Omicron",0,0,97
"Maldives","2021-11-01","Alpha",0,0,52
"Maldives","2021-11-01","Delta",52,100,52
"Maldives","2021-11-01","Omicron",0,0,52
"Maldives","2021-11-15","Alpha",0,0,85
"Maldives","2021-11-15","Delta",85,100,85
"Maldives","2021-11-15","Omicron",0,0,85
"Maldives","2021-11-29","Alpha",0,0,59
"Maldives","2021-11-29","Delta",58,98.31,59
"Maldives","2021-11-29","Omicron",1,1.69,59
"Maldives","2021-12-13","Alpha",0,0,107
"Maldives","2021-12-13","Delta",104,97.2,107
"Maldives","2021-12-13","Omicron",3,2.8,107
"Maldives","2021-12-27","Alpha",0,0,32
"Maldives","2021-12-27","Delta",25,78.12,32
"Maldives","2021-12-27","Omicron",7,21.88,32
"Malta","2020-08-17","Alpha",0,0,1
"Malta","2020-08-17","Delta",0,0,1
"Malta","2020-08-17","Omicron",0,0,1
"Malta","2020-08-31","Alpha",0,0,2
"Malta","2020-08-31","Delta",0,0,2
"Malta","2020-08-31","Omicron",0,0,2
"Malta","2020-09-14","Alpha",0,0,7
"Malta","2020-09-14","Delta",0,0,7
"Malta","2020-09-14","Omicron",0,0,7
"Malta","2021-04-05","Alpha",31,81.58,38
"Malta","2021-04-05","Delta",0,0,38
"Malta","2021-04-05","Omicron",0,0,38
"Malta","2021-04-19","Alpha",23,71.88,32
"Malta","2021-04-19","Delta",0,0,32
"Malta","2021-04-19","Omicron",0,0,32
"Malta","2021-05-03","Alpha",17,38.64,44
"Malta","2021-05-03","Delta",0,0,44
"Malta","2021-05-03","Omicron",0,0,44
"Malta","2021-05-17","Alpha",23,71.88,32
"Malta","2021-05-17","Delta",0,0,32
"Malta","2021-05-17","Omicron",0,0,32
"Malta","2021-05-31","Alpha",10,66.67,15
"Malta","2021-05-31","Delta",1,6.67,15
"Malta","2021-05-31","Omicron",0,0,15
"Malta","2021-06-14","Alpha",9,81.82,11
"Malta","2021-06-14","Delta",0,0,11
"Malta","2021-06-14","Omicron",0,0,11
"Malta","2021-06-28","Alpha",1,11.11,9
"Malta","2021-06-28","Delta",3,33.33,9
"Malta","2021-06-28","Omicron",0,0,9
"Malta","2021-07-12","Alpha",1,1.67,60
"Malta","2021-07-12","Delta",59,98.33,60
"Malta","2021-07-12","Omicron",0,0,60
"Malta","2021-07-26","Alpha",1,2.08,48
"Malta","2021-07-26","Delta",47,97.92,48
"Malta","2021-07-26","Omicron",0,0,48
"Malta","2021-08-09","Alpha",0,0,19
"Malta","2021-08-09","Delta",18,94.74,19
"Malta","2021-08-09","Omicron",0,0,19
"Malta","2021-10-18","Alpha",0,0,52
"Malta","2021-10-18","Delta",52,100,52
"Malta","2021-10-18","Omicron",0,0,52
"Malta","2021-11-01","Alpha",0,0,24
"Malta","2021-11-01","Delta",24,100,24
"Malta","2021-11-01","Omicron",0,0,24
"Malta","2021-11-15","Alpha",0,0,22
"Malta","2021-11-15","Delta",22,100,22
"Malta","2021-11-15","Omicron",0,0,22
"Malta","2021-11-29","Alpha",0,0,132
"Malta","2021-11-29","Delta",132,100,132
"Malta","2021-11-29","Omicron",0,0,132
"Malta","2021-12-13","Alpha",0,0,21
"Malta","2021-12-13","Delta",21,100,21
"Malta","2021-12-13","Omicron",0,0,21
"Malta","2021-12-27","Alpha",0,0,34
"Malta","2021-12-27","Delta",0,0,34
"Malta","2021-12-27","Omicron",34,100,34
"Mauritius","2020-10-26","Alpha",0,0,2
"Mauritius","2020-10-26","Delta",0,0,2
"Mauritius","2020-10-26","Omicron",0,0,2
"Mauritius","2020-11-09","Alpha",0,0,1
"Mauritius","2020-11-09","Delta",0,0,1
"Mauritius","2020-11-09","Omicron",0,0,1
"Mauritius","2020-11-23","Alpha",0,0,3
"Mauritius","2020-11-23","Delta",0,0,3
"Mauritius","2020-11-23","Omicron",0,0,3
"Mauritius","2020-12-07","Alpha",0,0,4
"Mauritius","2020-12-07","Delta",0,0,4
"Mauritius","2020-12-07","Omicron",0,0,4
"Mauritius","2020-12-21","Alpha",0,0,2
"Mauritius","2020-12-21","Delta",0,0,2
"Mauritius","2020-12-21","Omicron",0,0,2
"Mauritius","2021-01-04","Alpha",0,0,2
"Mauritius","2021-01-04","Delta",0,0,2
"Mauritius","2021-01-04","Omicron",0,0,2
"Mauritius","2021-01-11","Alpha",1,12.5,8
"Mauritius","2021-01-11","Delta",0,0,8
"Mauritius","2021-01-11","Omicron",0,0,8
"Mauritius","2021-01-25","Alpha",0,0,6
"Mauritius","2021-01-25","Delta",0,0,6
"Mauritius","2021-01-25","Omicron",0,0,6
"Mauritius","2021-02-08","Alpha",0,0,5
"Mauritius","2021-02-08","Delta",0,0,5
"Mauritius","2021-02-08","Omicron",0,0,5
"Mauritius","2021-02-22","Alpha",0,0,3
"Mauritius","2021-02-22","Delta",0,0,3
"Mauritius","2021-02-22","Omicron",0,0,3
"Mauritius","2021-03-08","Alpha",0,0,8
"Mauritius","2021-03-08","Delta",0,0,8
"Mauritius","2021-03-08","Omicron",0,0,8
"Mauritius","2021-03-22","Alpha",0,0,89
"Mauritius","2021-03-22","Delta",0,0,89
"Mauritius","2021-03-22","Omicron",0,0,89
"Mauritius","2021-04-05","Alpha",0,0,10
"Mauritius","2021-04-05","Delta",0,0,10
"Mauritius","2021-04-05","Omicron",0,0,10
"Mauritius","2021-04-19","Alpha",0,0,3
"Mauritius","2021-04-19","Delta",0,0,3
"Mauritius","2021-04-19","Omicron",0,0,3
"Mauritius","2021-05-03","Alpha",0,0,8
"Mauritius","2021-05-03","Delta",0,0,8
"Mauritius","2021-05-03","Omicron",0,0,8
"Mauritius","2021-05-17","Alpha",0,0,40
"Mauritius","2021-05-17","Delta",2,5,40
"Mauritius","2021-05-17","Omicron",0,0,40
"Mauritius","2021-05-31","Alpha",0,0,8
"Mauritius","2021-05-31","Delta",0,0,8
"Mauritius","2021-05-31","Omicron",0,0,8
"Mauritius","2021-06-14","Alpha",0,0,13
"Mauritius","2021-06-14","Delta",2,15.38,13
"Mauritius","2021-06-14","Omicron",0,0,13
"Mauritius","2021-06-28","Alpha",0,0,18
"Mauritius","2021-06-28","Delta",11,61.11,18
"Mauritius","2021-06-28","Omicron",0,0,18
"Mauritius","2021-07-12","Alpha",0,0,23
"Mauritius","2021-07-12","Delta",2,8.7,23
"Mauritius","2021-07-12","Omicron",0,0,23
"Mauritius","2021-07-26","Alpha",0,0,21
"Mauritius","2021-07-26","Delta",2,9.52,21
"Mauritius","2021-07-26","Omicron",0,0,21
"Mauritius","2021-08-09","Alpha",0,0,10
"Mauritius","2021-08-09","Delta",0,0,10
"Mauritius","2021-08-09","Omicron",0,0,10
"Mauritius","2021-08-23","Alpha",0,0,7
"Mauritius","2021-08-23","Delta",3,42.86,7
"Mauritius","2021-08-23","Omicron",0,0,7
"Mauritius","2021-09-06","Alpha",0,0,18
"Mauritius","2021-09-06","Delta",0,0,18
"Mauritius","2021-09-06","Omicron",0,0,18
"Mauritius","2021-09-20","Alpha",0,0,11
"Mauritius","2021-09-20","Delta",0,0,11
"Mauritius","2021-09-20","Omicron",0,0,11
"Mauritius","2021-10-04","Alpha",0,0,13
"Mauritius","2021-10-04","Delta",11,84.62,13
"Mauritius","2021-10-04","Omicron",0,0,13
"Mauritius","2021-10-18","Alpha",0,0,17
"Mauritius","2021-10-18","Delta",11,64.71,17
"Mauritius","2021-10-18","Omicron",0,0,17
"Mauritius","2021-11-01","Alpha",0,0,31
"Mauritius","2021-11-01","Delta",23,74.19,31
"Mauritius","2021-11-01","Omicron",0,0,31
"Mauritius","2021-11-15","Alpha",0,0,2
"Mauritius","2021-11-15","Delta",2,100,2
"Mauritius","2021-11-15","Omicron",0,0,2
"Mauritius","2021-11-29","Alpha",0,0,82
"Mauritius","2021-11-29","Delta",74,90.24,82
"Mauritius","2021-11-29","Omicron",6,7.32,82
"Mexico","2020-05-11","Alpha",0,0,208
"Mexico","2020-05-11","Delta",0,0,208
"Mexico","2020-05-11","Omicron",0,0,208
"Mexico","2020-05-25","Alpha",0,0,264
"Mexico","2020-05-25","Delta",0,0,264
"Mexico","2020-05-25","Omicron",0,0,264
"Mexico","2020-06-08","Alpha",0,0,290
"Mexico","2020-06-08","Delta",0,0,290
"Mexico","2020-06-08","Omicron",0,0,290
"Mexico","2020-06-22","Alpha",0,0,166
"Mexico","2020-06-22","Delta",0,0,166
"Mexico","2020-06-22","Omicron",0,0,166
"Mexico","2020-07-06","Alpha",0,0,219
"Mexico","2020-07-06","Delta",0,0,219
"Mexico","2020-07-06","Omicron",0,0,219
"Mexico","2020-07-20","Alpha",0,0,135
"Mexico","2020-07-20","Delta",0,0,135
"Mexico","2020-07-20","Omicron",0,0,135
"Mexico","2020-08-03","Alpha",0,0,155
"Mexico","2020-08-03","Delta",0,0,155
"Mexico","2020-08-03","Omicron",0,0,155
"Mexico","2020-08-17","Alpha",0,0,144
"Mexico","2020-08-17","Delta",0,0,144
"Mexico","2020-08-17","Omicron",0,0,144
"Mexico","2020-08-31","Alpha",0,0,178
"Mexico","2020-08-31","Delta",0,0,178
"Mexico","2020-08-31","Omicron",0,0,178
"Mexico","2020-09-14","Alpha",0,0,123
"Mexico","2020-09-14","Delta",0,0,123
"Mexico","2020-09-14","Omicron",0,0,123
"Mexico","2020-09-28","Alpha",0,0,62
"Mexico","2020-09-28","Delta",0,0,62
"Mexico","2020-09-28","Omicron",0,0,62
"Mexico","2020-10-12","Alpha",0,0,81
"Mexico","2020-10-12","Delta",0,0,81
"Mexico","2020-10-12","Omicron",0,0,81
"Mexico","2020-10-26","Alpha",0,0,90
"Mexico","2020-10-26","Delta",0,0,90
"Mexico","2020-10-26","Omicron",0,0,90
"Mexico","2020-11-09","Alpha",0,0,89
"Mexico","2020-11-09","Delta",0,0,89
"Mexico","2020-11-09","Omicron",0,0,89
"Mexico","2020-11-23","Alpha",0,0,170
"Mexico","2020-11-23","Delta",0,0,170
"Mexico","2020-11-23","Omicron",0,0,170
"Mexico","2020-12-07","Alpha",0,0,233
"Mexico","2020-12-07","Delta",0,0,233
"Mexico","2020-12-07","Omicron",0,0,233
"Mexico","2020-12-21","Alpha",0,0,310
"Mexico","2020-12-21","Delta",0,0,310
"Mexico","2020-12-21","Omicron",0,0,310
"Mexico","2021-01-04","Alpha",1,0.36,277
"Mexico","2021-01-04","Delta",0,0,277
"Mexico","2021-01-04","Omicron",0,0,277
"Mexico","2021-01-11","Alpha",0,0,128
"Mexico","2021-01-11","Delta",0,0,128
"Mexico","2021-01-11","Omicron",0,0,128
"Mexico","2021-01-25","Alpha",5,1.37,365
"Mexico","2021-01-25","Delta",0,0,365
"Mexico","2021-01-25","Omicron",0,0,365
"Mexico","2021-02-08","Alpha",2,0.55,362
"Mexico","2021-02-08","Delta",0,0,362
"Mexico","2021-02-08","Omicron",0,0,362
"Mexico","2021-02-22","Alpha",11,0.98,1128
"Mexico","2021-02-22","Delta",0,0,1128
"Mexico","2021-02-22","Omicron",0,0,1128
"Mexico","2021-03-08","Alpha",18,1.36,1327
"Mexico","2021-03-08","Delta",0,0,1327
"Mexico","2021-03-08","Omicron",0,0,1327
"Mexico","2021-03-22","Alpha",28,2.48,1130
"Mexico","2021-03-22","Delta",0,0,1130
"Mexico","2021-03-22","Omicron",0,0,1130
"Mexico","2021-04-05","Alpha",33,3.26,1011
"Mexico","2021-04-05","Delta",1,0.1,1011
"Mexico","2021-04-05","Omicron",0,0,1011
"Mexico","2021-04-19","Alpha",92,7.28,1263
"Mexico","2021-04-19","Delta",0,0,1263
"Mexico","2021-04-19","Omicron",0,0,1263
"Mexico","2021-05-03","Alpha",170,12.23,1390
"Mexico","2021-05-03","Delta",1,0.07,1390
"Mexico","2021-05-03","Omicron",0,0,1390
"Mexico","2021-05-17","Alpha",270,16.99,1589
"Mexico","2021-05-17","Delta",29,1.83,1589
"Mexico","2021-05-17","Omicron",0,0,1589
"Mexico","2021-05-31","Alpha",353,20.48,1724
"Mexico","2021-05-31","Delta",63,3.65,1724
"Mexico","2021-05-31","Omicron",0,0,1724
"Mexico","2021-06-14","Alpha",430,19.35,2222
"Mexico","2021-06-14","Delta",232,10.44,2222
"Mexico","2021-06-14","Omicron",0,0,2222
"Mexico","2021-06-28","Alpha",237,12.55,1889
"Mexico","2021-06-28","Delta",610,32.29,1889
"Mexico","2021-06-28","Omicron",0,0,1889
"Mexico","2021-07-12","Alpha",94,4.43,2121
"Mexico","2021-07-12","Delta",1377,64.92,2121
"Mexico","2021-07-12","Omicron",0,0,2121
"Mexico","2021-07-26","Alpha",45,1.84,2443
"Mexico","2021-07-26","Delta",2020,82.69,2443
"Mexico","2021-07-26","Omicron",0,0,2443
"Mexico","2021-08-09","Alpha",18,0.6,3024
"Mexico","2021-08-09","Delta",2457,81.25,3024
"Mexico","2021-08-09","Omicron",0,0,3024
"Mexico","2021-08-23","Alpha",5,0.2,2528
"Mexico","2021-08-23","Delta",2235,88.41,2528
"Mexico","2021-08-23","Omicron",0,0,2528
"Mexico","2021-09-06","Alpha",1,0.05,2069
"Mexico","2021-09-06","Delta",2041,98.65,2069
"Mexico","2021-09-06","Omicron",0,0,2069
"Mexico","2021-09-20","Alpha",0,0,2057
"Mexico","2021-09-20","Delta",2044,99.37,2057
"Mexico","2021-09-20","Omicron",0,0,2057
"Mexico","2021-10-04","Alpha",0,0,2511
"Mexico","2021-10-04","Delta",2503,99.68,2511
"Mexico","2021-10-04","Omicron",0,0,2511
"Mexico","2021-10-18","Alpha",1,0.05,1868
"Mexico","2021-10-18","Delta",1867,99.95,1868
"Mexico","2021-10-18","Omicron",0,0,1868
"Mexico","2021-11-01","Alpha",0,0,1724
"Mexico","2021-11-01","Delta",1721,99.83,1724
"Mexico","2021-11-01","Omicron",0,0,1724
"Mexico","2021-11-15","Alpha",0,0,1384
"Mexico","2021-11-15","Delta",1380,99.71,1384
"Mexico","2021-11-15","Omicron",0,0,1384
"Mexico","2021-11-29","Alpha",0,0,938
"Mexico","2021-11-29","Delta",933,99.47,938
"Mexico","2021-11-29","Omicron",2,0.21,938
"Mexico","2021-12-13","Alpha",0,0,998
"Mexico","2021-12-13","Delta",986,98.8,998
"Mexico","2021-12-13","Omicron",12,1.2,998
"Mexico","2021-12-27","Alpha",0,0,435
"Mexico","2021-12-27","Delta",195,44.83,435
"Mexico","2021-12-27","Omicron",240,55.17,435
"Mexico","2022-01-05","Alpha",0,0,11
"Mexico","2022-01-05","Delta",11,100,11
"Mexico","2022-01-05","Omicron",0,0,11
"Moldova","2020-06-22","Alpha",0,0,4
"Moldova","2020-06-22","Delta",0,0,4
"Moldova","2020-06-22","Omicron",0,0,4
"Moldova","2020-09-14","Alpha",0,0,8
"Moldova","2020-09-14","Delta",0,0,8
"Moldova","2020-09-14","Omicron",0,0,8
"Moldova","2021-02-08","Alpha",3,100,3
"Moldova","2021-02-08","Delta",0,0,3
"Moldova","2021-02-08","Omicron",0,0,3
"Moldova","2021-02-22","Alpha",1,100,1
"Moldova","2021-02-22","Delta",0,0,1
"Moldova","2021-02-22","Omicron",0,0,1
"Moldova","2021-03-08","Alpha",7,100,7
"Moldova","2021-03-08","Delta",0,0,7
"Moldova","2021-03-08","Omicron",0,0,7
"Moldova","2021-03-22","Alpha",2,100,2
"Moldova","2021-03-22","Delta",0,0,2
"Moldova","2021-03-22","Omicron",0,0,2
"Moldova","2021-04-05","Alpha",5,100,5
"Moldova","2021-04-05","Delta",0,0,5
"Moldova","2021-04-05","Omicron",0,0,5
"Moldova","2021-04-19","Alpha",2,100,2
"Moldova","2021-04-19","Delta",0,0,2
"Moldova","2021-04-19","Omicron",0,0,2
"Moldova","2021-05-03","Alpha",4,100,4
"Moldova","2021-05-03","Delta",0,0,4
"Moldova","2021-05-03","Omicron",0,0,4
"Moldova","2021-05-17","Alpha",10,83.33,12
"Moldova","2021-05-17","Delta",0,0,12
"Moldova","2021-05-17","Omicron",0,0,12
"Moldova","2021-05-31","Alpha",1,100,1
"Moldova","2021-05-31","Delta",0,0,1
"Moldova","2021-05-31","Omicron",0,0,1
"Moldova","2021-06-28","Alpha",2,33.33,6
"Moldova","2021-06-28","Delta",4,66.67,6
"Moldova","2021-06-28","Omicron",0,0,6
"Moldova","2021-07-12","Alpha",0,0,7
"Moldova","2021-07-12","Delta",7,100,7
"Moldova","2021-07-12","Omicron",0,0,7
"Moldova","2021-08-23","Alpha",0,0,4
"Moldova","2021-08-23","Delta",4,100,4
"Moldova","2021-08-23","Omicron",0,0,4
"Moldova","2021-09-06","Alpha",0,0,9
"Moldova","2021-09-06","Delta",9,100,9
"Moldova","2021-09-06","Omicron",0,0,9
"Moldova","2021-09-20","Alpha",0,0,26
"Moldova","2021-09-20","Delta",26,100,26
"Moldova","2021-09-20","Omicron",0,0,26
"Moldova","2021-11-01","Alpha",0,0,2
"Moldova","2021-11-01","Delta",2,100,2
"Moldova","2021-11-01","Omicron",0,0,2
"Moldova","2021-11-15","Alpha",0,0,10
"Moldova","2021-11-15","Delta",10,100,10
"Moldova","2021-11-15","Omicron",0,0,10
"Moldova","2021-11-29","Alpha",0,0,9
"Moldova","2021-11-29","Delta",9,100,9
"Moldova","2021-11-29","Omicron",0,0,9
"Moldova","2021-12-13","Alpha",0,0,15
"Moldova","2021-12-13","Delta",15,100,15
"Moldova","2021-12-13","Omicron",0,0,15
"Moldova","2021-12-27","Alpha",0,0,15
"Moldova","2021-12-27","Delta",15,100,15
"Moldova","2021-12-27","Omicron",0,0,15
"Monaco","2021-01-25","Alpha",0,0,1
"Monaco","2021-01-25","Delta",0,0,1
