METAREA,COUNTY,AGE,COVIDUNAW,gender,education,race,hispanic,marital_status
9998,0,40,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,52,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,59,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,47,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,44,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,24,1,Female,Some College or Associate Degree,Native American,Non-Hispanic,Single
9998,0,55,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,54,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,46,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,0,55,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,21,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,59,2,Male,High School or below,White,Non-Hispanic,Married
9998,0,47,2,Female,High School or below,White,Non-Hispanic,Married
9998,0,42,1,Female,Bachelor's,White,Non-Hispanic,Divorced
9998,0,61,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,62,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,21,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,45,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,50,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,60,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,34,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,72,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,59,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,56,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,35,2,Female,High School or below,White,Non-Hispanic,Married
9998,0,58,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,42,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,22,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,49,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,37155,35,1,Female,Graduate or Professional Degree,Native American,Non-Hispanic,Married
9998,37155,35,1,Male,Bachelor's,Native American,Non-Hispanic,Married
9998,0,41,2,Male,High School or below,White,Non-Hispanic,Married
9998,0,20,1,Female,High School or below,White,Hispanic,Single
9998,0,48,1,Female,High School or below,White,Hispanic,Married
9998,0,49,1,Male,High School or below,White,Hispanic,Married
9998,0,19,1,Male,High School or below,White,Hispanic,Single
9998,37155,62,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,64,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,39,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
9998,0,40,1,Female,Bachelor's,Black,Non-Hispanic,Married
9998,0,17,1,Male,High School or below,Black,Non-Hispanic,Single
9998,0,41,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,30,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,57,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,61,1,Male,High School or below,White,Non-Hispanic,Married
480,37021,41,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3291,0,26,1,Male,High School or below,White,Non-Hispanic,Married
2980,37191,59,1,Female,High School or below,White,Non-Hispanic,Married
2980,37191,59,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,0,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,29,1,Female,Bachelor's,White,Non-Hispanic,Married
3600,37133,50,1,Male,High School or below,White,Non-Hispanic,Married
3150,37147,30,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
480,37021,28,1,Male,High School or below,White,Non-Hispanic,Married
480,37021,29,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,51,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,23,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
480,37021,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
480,37021,24,1,Male,High School or below,White,Non-Hispanic,Single
480,37021,24,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,59,2,Male,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3291,0,56,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3291,0,52,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,53,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,21,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,76,1,Female,Bachelor's,White,Non-Hispanic,Single
480,37021,49,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3150,37147,48,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3150,37147,52,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,35,1,Male,Some College or Associate Degree,White,Hispanic,Married
2980,37191,34,1,Female,High School or below,White,Hispanic,Single
2980,37191,40,1,Male,High School or below,White,Hispanic,Single
2980,37191,85,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
2980,37191,80,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3600,37133,21,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,23,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,23,1,Male,Some College or Associate Degree,Black,Hispanic,Single
1300,37001,30,1,Female,High School or below,White,Hispanic,Divorced
480,37021,72,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,50,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
1300,37001,41,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1300,37001,38,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
2980,37191,47,1,Female,High School or below,White,Hispanic,Divorced
3600,37133,26,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3600,37133,33,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,73,1,Female,High School or below,White,Non-Hispanic,Divorced
1300,37001,63,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,42,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,43,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3150,37147,57,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
480,37021,62,1,Female,High School or below,White,Non-Hispanic,Single
480,0,49,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3150,37147,35,1,Male,High School or below,Black,Non-Hispanic,Single
1300,37001,41,1,Male,High School or below,White,Non-Hispanic,Married
3600,37133,32,2,Male,High School or below,Black,Non-Hispanic,Single
3291,0,65,1,Male,Bachelor's,White,Non-Hispanic,Married
3291,0,27,1,Female,High School or below,White,Hispanic,Single
3600,37133,65,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3291,0,47,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3150,37147,42,1,Female,Bachelor's,White,Non-Hispanic,Divorced
3150,37147,40,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,44,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,52,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,51,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,48,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,53,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,47,1,Male,High School or below,White,Non-Hispanic,Divorced
3291,0,62,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,54,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,50,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,47,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,32,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,30,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,55,1,Female,Bachelor's,White,Non-Hispanic,Divorced
2980,37191,57,1,Female,Bachelor's,White,Non-Hispanic,Married
2980,37191,59,1,Male,Bachelor's,White,Non-Hispanic,Married
2980,37191,63,1,Male,High School or below,White,Non-Hispanic,Divorced
2980,37191,32,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,52,1,Female,Bachelor's,White,Non-Hispanic,Married
480,0,35,1,Female,Bachelor's,White,Hispanic,Married
480,0,43,1,Male,High School or below,White,Hispanic,Married
1300,37001,24,1,Female,High School or below,Black,Non-Hispanic,Single
1300,37001,24,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1300,37001,23,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3150,37147,53,2,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
480,37021,80,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,71,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,50,2,Male,High School or below,White,Hispanic,Divorced
3600,37133,21,1,Male,High School or below,Black,Non-Hispanic,Single
3150,37147,25,1,Female,Bachelor's,White,Non-Hispanic,Single
1300,37001,30,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,41,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,37,1,Female,High School or below,White,Non-Hispanic,Married
3291,0,40,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,62,1,Male,High School or below,Black,Non-Hispanic,Single
3150,37147,27,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
480,37021,50,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,44,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,54,1,Female,High School or below,White,Non-Hispanic,Single
3291,0,58,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,33,1,Male,Some College or Associate Degree,Native American,Non-Hispanic,Married
1300,37001,21,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3600,37133,41,1,Female,High School or below,Black,Non-Hispanic,Single
3150,37147,72,1,Male,High School or below,Asian,Non-Hispanic,Married
480,37021,57,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,59,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,32,1,Female,Bachelor's,White,Non-Hispanic,Single
3291,0,60,1,Female,High School or below,White,Non-Hispanic,Married
3291,0,61,1,Male,High School or below,White,Non-Hispanic,Married
3291,0,45,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,60,1,Female,High School or below,White,Non-Hispanic,Married
1300,37001,41,1,Male,High School or below,Black,Hispanic,Married
1300,37001,34,1,Female,High School or below,Black,Hispanic,Married
480,37021,72,1,Female,Bachelor's,White,Non-Hispanic,Divorced
480,37021,67,1,Male,Bachelor's,White,Non-Hispanic,Divorced
480,37021,52,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,19,2,Female,High School or below,White,Non-Hispanic,Single
3291,0,19,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,20,2,Female,High School or below,White,Non-Hispanic,Single
3600,37133,37,1,Male,High School or below,White,Non-Hispanic,Single
480,0,48,1,Male,High School or below,White,Non-Hispanic,Single
2980,37191,74,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,49,1,Male,High School or below,White,Hispanic,Married
3150,37147,21,2,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1300,37001,29,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
1300,37001,60,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3291,0,40,1,Male,High School or below,White,Non-Hispanic,Divorced
3291,0,64,1,Female,High School or below,White,Non-Hispanic,Divorced
2980,37191,30,2,Male,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,26,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,54,1,Female,High School or below,Black,Non-Hispanic,Single
2980,37191,49,1,Female,High School or below,Black,Non-Hispanic,Single
2980,37191,49,1,Female,Bachelor's,White,Non-Hispanic,Divorced
480,37021,31,1,Female,Bachelor's,White,Non-Hispanic,Single
480,37021,23,1,Male,Bachelor's,White,Non-Hispanic,Single
2980,37191,43,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
2980,37191,37,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3291,0,57,2,Male,Bachelor's,White,Non-Hispanic,Married
3291,0,56,1,Female,Bachelor's,White,Non-Hispanic,Married
3600,37133,35,1,Female,High School or below,White,Non-Hispanic,Married
480,0,25,1,Male,Some College or Associate Degree,White,Hispanic,Married
3150,37147,33,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,40,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,29,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
480,37021,33,1,Male,Bachelor's,White,Non-Hispanic,Single
1300,37001,74,1,Male,High School or below,White,Non-Hispanic,Married
2980,37191,29,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3150,37147,30,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3150,37147,30,1,Male,High School or below,Black,Non-Hispanic,Married
3291,0,56,1,Female,Bachelor's,White,Non-Hispanic,Divorced
1300,37001,62,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,59,1,Female,High School or below,White,Non-Hispanic,Married
3600,37133,50,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,41,1,Male,High School or below,White,Non-Hispanic,Married
3600,37133,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,19,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,19,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,54,1,Female,High School or below,Black,Non-Hispanic,Single
3291,0,20,1,Female,High School or below,Black,Non-Hispanic,Single
3291,0,22,1,Female,High School or below,Black,Non-Hispanic,Single
480,37021,60,1,Female,High School or below,White,Non-Hispanic,Divorced
3600,37133,37,2,Female,Some College or Associate Degree,White,Non-Hispanic,Single
2980,37191,59,1,Female,High School or below,White,Non-Hispanic,Married
2980,37191,57,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,40,2,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
1300,37001,45,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
480,37021,47,1,Male,Bachelor's,White,Non-Hispanic,Divorced
3291,0,24,1,Male,High School or below,White,Non-Hispanic,Married
2980,37191,54,1,Male,High School or below,Black,Non-Hispanic,Single
480,0,32,1,Male,High School or below,White,Non-Hispanic,Married
480,0,31,1,Female,High School or below,White,Non-Hispanic,Married
2980,37191,41,1,Male,High School or below,Black,Non-Hispanic,Married
2980,37191,39,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,80,1,Male,Bachelor's,White,Hispanic,Married
1300,37001,80,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,41,2,Male,High School or below,White,Hispanic,Single
1300,37001,61,1,Female,High School or below,Black,Non-Hispanic,Married
3291,0,51,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,26,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,30,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
480,0,25,1,Male,Bachelor's,White,Non-Hispanic,Single
3291,0,61,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,54,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1300,37001,21,1,Male,High School or below,White,Hispanic,Married
3291,0,39,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3150,37147,20,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1300,37001,54,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
1300,37001,44,1,Female,Bachelor's,Black,Non-Hispanic,Married
3150,37147,49,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3150,37147,56,1,Female,High School or below,White,Non-Hispanic,Married
3150,37147,62,1,Male,High School or below,White,Non-Hispanic,Married
3150,37147,27,2,Female,High School or below,White,Non-Hispanic,Single
3291,0,40,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,38,1,Female,Bachelor's,White,Non-Hispanic,Married
3600,37133,23,1,Male,High School or below,White,Non-Hispanic,Single
3600,37133,23,1,Male,High School or below,White,Non-Hispanic,Single
2980,37191,60,1,Female,High School or below,Black,Non-Hispanic,Married
2980,37191,62,1,Male,High School or below,Black,Non-Hispanic,Married
3150,37147,55,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
480,37021,27,1,Male,Bachelor's,White,Non-Hispanic,Single
3291,0,38,1,Male,High School or below,White,Hispanic,Single
1300,37001,39,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,45,1,Male,Bachelor's,White,Non-Hispanic,Married
3600,37133,46,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,31,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,28,1,Female,Graduate or Professional Degree,White,Hispanic,Married
3150,37147,62,1,Female,Bachelor's,Black,Non-Hispanic,Divorced
3150,37147,46,2,Male,Bachelor's,White,Non-Hispanic,Single
2980,37191,23,1,Female,High School or below,Black,Non-Hispanic,Single
480,0,49,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
480,0,58,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,26,1,Male,Bachelor's,White,Non-Hispanic,Single
3600,37133,20,1,Female,High School or below,White,Non-Hispanic,Single
480,0,34,1,Female,High School or below,White,Non-Hispanic,Married
480,0,41,1,Male,High School or below,White,Non-Hispanic,Married
3122,0,34,1,Male,High School or below,White,Non-Hispanic,Married
3122,0,37,1,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,32,1,Male,High School or below,White,Hispanic,Married
1521,37119,33,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
1521,37119,27,1,Female,Bachelor's,Black,Non-Hispanic,Single
1521,37119,40,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,42,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,29,1,Female,Bachelor's,White,Non-Hispanic,Single
1521,37119,29,1,Female,Bachelor's,White,Non-Hispanic,Single
1521,37119,27,1,Male,Bachelor's,White,Hispanic,Single
6642,0,29,1,Male,Bachelor's,White,Non-Hispanic,Single
3122,0,52,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
1521,37119,66,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,27,1,Male,Bachelor's,White,Hispanic,Married
6641,0,25,1,Male,Bachelor's,White,Non-Hispanic,Single
6641,0,34,1,Male,Bachelor's,White,Hispanic,Married
6641,0,44,1,Female,High School or below,White,Hispanic,Married
6641,0,36,1,Female,Graduate or Professional Degree,White,Hispanic,Married
6641,0,35,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,58,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
2560,0,33,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,60,1,Male,High School or below,Black,Non-Hispanic,Single
1521,37119,45,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,53,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,57,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,30,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
1521,37119,39,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,34,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,38,1,Male,Bachelor's,Black,Non-Hispanic,Single
3122,0,80,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,56,1,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,23,1,Male,Bachelor's,White,Non-Hispanic,Single
1521,37119,42,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
1521,37119,45,1,Female,Bachelor's,Black,Non-Hispanic,Married
1521,37119,51,1,Male,High School or below,Black,Non-Hispanic,Married
1521,37119,23,2,Female,Bachelor's,White,Non-Hispanic,Single
1521,37119,33,2,Male,Bachelor's,White,Non-Hispanic,Single
1521,37119,51,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,51,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,18,1,Female,High School or below,White,Non-Hispanic,Single
6642,0,56,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,30,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
2560,0,53,2,Female,High School or below,White,Non-Hispanic,Divorced
1521,37119,44,1,Female,Bachelor's,White,Non-Hispanic,Single
3122,0,23,1,Male,High School or below,White,Non-Hispanic,Single
1521,0,42,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,41,2,Female,Bachelor's,White,Hispanic,Married
1521,0,17,1,Male,High School or below,White,Hispanic,Single
3121,37067,55,1,Male,High School or below,Black,Non-Hispanic,Divorced
1521,37119,61,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,64,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,26,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
6641,0,38,1,Male,Bachelor's,Black,Non-Hispanic,Married
6641,0,36,1,Female,Bachelor's,Black,Non-Hispanic,Married
3121,37067,31,1,Female,High School or below,Black,Non-Hispanic,Single
3121,37067,34,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
6641,0,27,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
1521,37119,59,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1521,37119,64,1,Male,High School or below,Black,Non-Hispanic,Married
3122,0,62,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3122,0,62,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,37067,48,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
6641,0,30,1,Female,Bachelor's,Black,Non-Hispanic,Single
3122,0,20,1,Male,High School or below,Asian,Non-Hispanic,Single
3122,0,21,1,Female,High School or below,Asian,Non-Hispanic,Single
3122,0,23,1,Male,High School or below,Asian,Non-Hispanic,Single
1521,37119,67,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,69,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,31,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
1521,0,30,1,Female,Some College or Associate Degree,White,Hispanic,Married
1521,0,32,1,Male,High School or below,White,Hispanic,Married
1521,37119,55,1,Male,Bachelor's,Black,Non-Hispanic,Single
6642,0,54,2,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,62,1,Female,Some College or Associate Degree,White,Hispanic,Married
6641,0,64,1,Female,Bachelor's,White,Non-Hispanic,Divorced
6641,0,42,1,Female,High School or below,White,Non-Hispanic,Single
1521,37119,34,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,35,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,25,1,Female,Bachelor's,Black,Non-Hispanic,Single
6642,0,24,1,Female,Bachelor's,Black,Non-Hispanic,Single
1521,37119,58,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,42,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
1521,37119,46,1,Male,Bachelor's,Black,Non-Hispanic,Single
1521,37119,58,1,Female,High School or below,Black,Non-Hispanic,Married
6642,0,46,1,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,49,1,Male,Bachelor's,White,Non-Hispanic,Single
3122,0,33,1,Male,Bachelor's,White,Non-Hispanic,Married
3122,0,26,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,54,2,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,42,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
6642,0,36,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,52,1,Female,High School or below,White,Non-Hispanic,Married
6642,0,46,1,Male,High School or below,White,Non-Hispanic,Married
3121,37067,48,2,Male,High School or below,White,Non-Hispanic,Married
3122,0,72,1,Male,Graduate or Professional Degree,White,Hispanic,Married
3122,0,53,1,Male,High School or below,White,Non-Hispanic,Single
6642,0,26,1,Male,High School or below,White,Non-Hispanic,Single
1521,37119,55,1,Female,High School or below,Black,Non-Hispanic,Single
1521,37119,36,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
1521,37119,38,1,Female,Bachelor's,Black,Non-Hispanic,Married
1521,37119,53,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,51,1,Female,Bachelor's,White,Non-Hispanic,Married
3121,37067,29,1,Female,Bachelor's,White,Non-Hispanic,Married
3121,37067,30,1,Male,Bachelor's,White,Non-Hispanic,Married
3121,37067,77,1,Female,High School or below,White,Non-Hispanic,Married
6641,0,48,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,40,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,37,1,Male,Bachelor's,Black,Non-Hispanic,Single
1521,37119,33,1,Male,Bachelor's,White,Non-Hispanic,Single
3121,37067,29,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Single
1521,37119,55,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,45,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,63,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
3122,0,62,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,26,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,28,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
6642,0,27,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
1521,37119,28,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
3122,0,43,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,41,2,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,16,1,Male,Some College or Associate Degree,Native American,Non-Hispanic,Single
6641,0,54,1,Female,Bachelor's,Black,Non-Hispanic,Divorced
6642,0,42,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,21,1,Male,High School or below,Black,Non-Hispanic,Single
1521,37119,23,1,Female,Bachelor's,White,Non-Hispanic,Single
1521,37119,66,1,Male,High School or below,White,Non-Hispanic,Married
1521,37119,60,1,Female,High School or below,White,Non-Hispanic,Married
3121,37067,28,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,23,1,Female,Some College or Associate Degree,White,Hispanic,Single
1521,37119,36,1,Female,Bachelor's,White,Non-Hispanic,Single
1521,37119,31,1,Male,Bachelor's,Black,Non-Hispanic,Single
1521,37119,28,1,Female,Bachelor's,Black,Non-Hispanic,Single
2560,0,39,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,0,56,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,57,1,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,41,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3121,37067,65,1,Male,High School or below,Black,Non-Hispanic,Divorced
1521,37119,44,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1521,37119,40,1,Female,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1521,37119,49,1,Male,High School or below,White,Hispanic,Divorced
6642,0,49,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1521,37119,23,1,Female,Bachelor's,White,Non-Hispanic,Single
